dataset,branch,center,cap,condition,tolerance_mode,regret_tolerance,eligible_pool_size,selected_run,selected_feature_count,selected_score,absolute_regret,selected_mean_jaccard,fallback_expansion,selection_used_heldout,status,note
AMP-AD,boruta_rf,emory,low,legacy_zero_truncated,absolute,0.01,2.0,1.0,14.0,0.8475955399378805,0.0,0.25,False,False,complete,
AMP-AD,boruta_rf,emory,low,legacy_zero_truncated,absolute,0.02,4.0,3.0,16.0,0.8447479419565547,0.0028475979813258,0.2638888888888889,False,False,complete,
AMP-AD,boruta_rf,emory,low,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,boruta_rf,emory,reference,legacy_zero_truncated,absolute,0.0,1.0,1.0,25.0,0.8584641872733197,0.0,,False,False,complete,
AMP-AD,boruta_rf,emory,reference,legacy_zero_truncated,absolute,0.005,4.0,1.0,25.0,0.8584641872733197,0.0,0.3520099046414836,False,False,complete,
AMP-AD,boruta_rf,emory,reference,legacy_zero_truncated,absolute,0.01,5.0,5.0,25.0,0.8516546614581927,0.006809525815127,0.3640873015873015,False,False,complete,
AMP-AD,boruta_rf,emory,reference,legacy_zero_truncated,absolute,0.02,5.0,5.0,25.0,0.8516546614581927,0.006809525815127,0.3640873015873015,False,False,complete,
AMP-AD,boruta_rf,emory,reference,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,boruta_rf,mayo,high,legacy_zero_truncated,absolute,0.0,1.0,5.0,45.0,0.8830517487138596,0.0,,False,False,complete,
AMP-AD,boruta_rf,mayo,high,legacy_zero_truncated,absolute,0.005,1.0,5.0,45.0,0.8830517487138596,0.0,,False,False,complete,
AMP-AD,boruta_rf,mayo,high,legacy_zero_truncated,absolute,0.01,3.0,5.0,45.0,0.8830517487138596,0.0,0.4642857142857143,False,False,complete,
AMP-AD,boruta_rf,mayo,high,legacy_zero_truncated,absolute,0.02,5.0,5.0,45.0,0.8830517487138596,0.0,0.4244505494505494,False,False,complete,
AMP-AD,boruta_rf,mayo,high,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,boruta_rf,mayo,low,legacy_zero_truncated,absolute,0.0,1.0,3.0,22.0,0.8705392680863664,0.0,,False,False,complete,
AMP-AD,boruta_rf,mayo,low,legacy_zero_truncated,absolute,0.005,1.0,3.0,22.0,0.8705392680863664,0.0,,False,False,complete,
AMP-AD,boruta_rf,mayo,low,legacy_zero_truncated,absolute,0.01,1.0,3.0,22.0,0.8705392680863664,0.0,,False,False,complete,
AMP-AD,boruta_rf,mayo,low,legacy_zero_truncated,absolute,0.02,3.0,3.0,22.0,0.8705392680863664,0.0,0.1409482758620689,False,False,complete,
AMP-AD,boruta_rf,mayo,low,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,boruta_rf,mayo,reference,legacy_zero_truncated,absolute,0.0,1.0,2.0,24.0,0.8824375665218811,0.0,,False,False,complete,
AMP-AD,boruta_rf,mayo,reference,legacy_zero_truncated,absolute,0.005,2.0,2.0,24.0,0.8824375665218811,0.0,0.1707317073170731,False,False,complete,
AMP-AD,boruta_rf,mayo,reference,legacy_zero_truncated,absolute,0.01,2.0,2.0,24.0,0.8824375665218811,0.0,0.1707317073170731,False,False,complete,
AMP-AD,boruta_rf,mayo,reference,legacy_zero_truncated,absolute,0.02,3.0,2.0,24.0,0.8824375665218811,0.0,0.2340145023071852,False,False,complete,
AMP-AD,boruta_rf,mayo,reference,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,boruta_rf,mount_sinai,high,legacy_zero_truncated,absolute,0.0,1.0,2.0,47.0,0.8931031610934811,0.0,,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,high,legacy_zero_truncated,absolute,0.005,2.0,2.0,47.0,0.8931031610934811,0.0,0.3055555555555556,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,high,legacy_zero_truncated,absolute,0.01,3.0,3.0,47.0,0.8913131099016475,0.0017900511918336,0.3147496087636933,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,high,legacy_zero_truncated,absolute,0.02,5.0,4.0,47.0,0.8866590745001999,0.0064440865932812,0.2943711413781836,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,high,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,boruta_rf,mount_sinai,low,legacy_zero_truncated,absolute,0.0,1.0,5.0,32.0,0.8855579077607757,0.0,,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,low,legacy_zero_truncated,absolute,0.005,3.0,5.0,32.0,0.8855579077607757,0.0,0.2421739130434782,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,low,legacy_zero_truncated,absolute,0.01,5.0,5.0,32.0,0.8855579077607757,0.0,0.1777108881456707,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,low,legacy_zero_truncated,absolute,0.02,5.0,5.0,32.0,0.8855579077607757,0.0,0.1777108881456707,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,low,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,boruta_rf,mount_sinai,reference,legacy_zero_truncated,absolute,0.0,1.0,3.0,29.0,0.8821187782585487,0.0,,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,reference,legacy_zero_truncated,absolute,0.005,1.0,3.0,29.0,0.8821187782585487,0.0,,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,reference,legacy_zero_truncated,absolute,0.01,2.0,3.0,29.0,0.8821187782585487,0.0,0.2340425531914893,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,reference,legacy_zero_truncated,absolute,0.02,4.0,5.0,29.0,0.8765876064232927,0.0055311718352559,0.2229417206290471,False,False,complete,
AMP-AD,boruta_rf,mount_sinai,reference,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,boruta_rf,rush,high,legacy_zero_truncated,absolute,0.0,1.0,2.0,48.0,0.8846499736443413,0.0,,False,False,complete,
AMP-AD,boruta_rf,rush,high,legacy_zero_truncated,absolute,0.005,3.0,2.0,48.0,0.8846499736443413,0.0,0.7708754208754209,False,False,complete,
AMP-AD,boruta_rf,rush,high,legacy_zero_truncated,absolute,0.01,3.0,2.0,48.0,0.8846499736443413,0.0,0.7708754208754209,False,False,complete,
AMP-AD,boruta_rf,rush,high,legacy_zero_truncated,absolute,0.02,5.0,2.0,48.0,0.8846499736443413,0.0,0.7617845117845118,False,False,complete,
AMP-AD,boruta_rf,rush,high,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,boruta_rf,rush,low,legacy_zero_truncated,absolute,0.0,1.0,1.0,13.0,0.8765536218536731,0.0,,False,False,complete,
AMP-AD,boruta_rf,rush,low,legacy_zero_truncated,absolute,0.005,2.0,1.0,13.0,0.8765536218536731,0.0,0.238095238095238,False,False,complete,
AMP-AD,boruta_rf,rush,low,legacy_zero_truncated,absolute,0.01,2.0,1.0,13.0,0.8765536218536731,0.0,0.238095238095238,False,False,complete,
AMP-AD,boruta_rf,rush,low,legacy_zero_truncated,absolute,0.02,4.0,5.0,13.0,0.8591275753152994,0.0174260465383737,0.2891286186480694,False,False,complete,
AMP-AD,boruta_rf,rush,low,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,boruta_rf,rush,reference,legacy_zero_truncated,absolute,0.0,1.0,3.0,23.0,0.8852293831076473,0.0,,False,False,complete,
AMP-AD,boruta_rf,rush,reference,legacy_zero_truncated,absolute,0.005,1.0,3.0,23.0,0.8852293831076473,0.0,,False,False,complete,
AMP-AD,boruta_rf,rush,reference,legacy_zero_truncated,absolute,0.01,2.0,3.0,23.0,0.8852293831076473,0.0,0.3939393939393939,False,False,complete,
AMP-AD,boruta_rf,rush,reference,legacy_zero_truncated,absolute,0.02,5.0,4.0,23.0,0.875551556004065,0.0096778271035823,0.373440285204991,False,False,complete,
AMP-AD,boruta_rf,rush,reference,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,emory,high,legacy_zero_truncated,absolute,0.0,1.0,1.0,32.0,0.8757680306670835,0.0,,False,False,complete,
AMP-AD,svm_l1,emory,high,legacy_zero_truncated,absolute,0.005,2.0,1.0,32.0,0.8757680306670835,0.0,0.4883720930232558,False,False,complete,
AMP-AD,svm_l1,emory,high,legacy_zero_truncated,absolute,0.01,4.0,1.0,32.0,0.8757680306670835,0.0,0.5125732652675364,False,False,complete,
AMP-AD,svm_l1,emory,high,legacy_zero_truncated,absolute,0.02,5.0,1.0,32.0,0.8757680306670835,0.0,0.5344299489506523,False,False,complete,
AMP-AD,svm_l1,emory,high,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,emory,low,legacy_zero_truncated,absolute,0.0,1.0,2.0,12.0,0.8632976375438399,0.0,,False,False,complete,
AMP-AD,svm_l1,emory,low,legacy_zero_truncated,absolute,0.005,1.0,2.0,12.0,0.8632976375438399,0.0,,False,False,complete,
AMP-AD,svm_l1,emory,low,legacy_zero_truncated,absolute,0.01,1.0,2.0,12.0,0.8632976375438399,0.0,,False,False,complete,
AMP-AD,svm_l1,emory,low,legacy_zero_truncated,absolute,0.02,3.0,2.0,12.0,0.8632976375438399,0.0,0.256578947368421,False,False,complete,
AMP-AD,svm_l1,emory,low,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,emory,reference,legacy_zero_truncated,absolute,0.0,1.0,2.0,19.0,0.8662959276171168,0.0,,False,False,complete,
AMP-AD,svm_l1,emory,reference,legacy_zero_truncated,absolute,0.005,2.0,2.0,19.0,0.8662959276171168,0.0,0.4074074074074074,False,False,complete,
AMP-AD,svm_l1,emory,reference,legacy_zero_truncated,absolute,0.01,2.0,2.0,19.0,0.8662959276171168,0.0,0.4074074074074074,False,False,complete,
AMP-AD,svm_l1,emory,reference,legacy_zero_truncated,absolute,0.02,5.0,3.0,19.0,0.8499106996255754,0.0163852279915414,0.3463099799306696,False,False,complete,
AMP-AD,svm_l1,emory,reference,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,mayo,high,legacy_zero_truncated,absolute,0.0,1.0,2.0,37.0,0.8890474423133169,0.0,,False,False,complete,
AMP-AD,svm_l1,mayo,high,legacy_zero_truncated,absolute,0.005,3.0,3.0,37.0,0.8876237127978086,0.0014237295155082,0.2437853107344632,False,False,complete,
AMP-AD,svm_l1,mayo,high,legacy_zero_truncated,absolute,0.01,4.0,3.0,37.0,0.8876237127978086,0.0014237295155082,0.2529190207156309,False,False,complete,
AMP-AD,svm_l1,mayo,high,legacy_zero_truncated,absolute,0.02,5.0,1.0,38.0,0.8835940209799544,0.0054534213333624,0.2351353198469108,False,False,complete,
AMP-AD,svm_l1,mayo,high,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,mayo,low,legacy_zero_truncated,absolute,0.0,1.0,5.0,26.0,0.8803417953413748,0.0,,False,False,complete,
AMP-AD,svm_l1,mayo,low,legacy_zero_truncated,absolute,0.005,1.0,5.0,26.0,0.8803417953413748,0.0,,False,False,complete,
AMP-AD,svm_l1,mayo,low,legacy_zero_truncated,absolute,0.01,2.0,5.0,26.0,0.8803417953413748,0.0,0.1304347826086956,False,False,complete,
AMP-AD,svm_l1,mayo,low,legacy_zero_truncated,absolute,0.02,5.0,4.0,27.0,0.8656340494030779,0.0147077459382969,0.1302083333333333,False,False,complete,
AMP-AD,svm_l1,mayo,low,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,mayo,reference,legacy_zero_truncated,absolute,0.0,1.0,5.0,23.0,0.8800283298259538,0.0,,False,False,complete,
AMP-AD,svm_l1,mayo,reference,legacy_zero_truncated,absolute,0.005,1.0,5.0,23.0,0.8800283298259538,0.0,,False,False,complete,
AMP-AD,svm_l1,mayo,reference,legacy_zero_truncated,absolute,0.01,4.0,2.0,29.0,0.8727349716678985,0.0072933581580553,0.1662437135285526,False,False,complete,
AMP-AD,svm_l1,mayo,reference,legacy_zero_truncated,absolute,0.02,5.0,1.0,33.0,0.8685388779055726,0.0114894519203812,0.1904324229691876,False,False,complete,
AMP-AD,svm_l1,mayo,reference,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,mount_sinai,high,legacy_zero_truncated,absolute,0.0,1.0,1.0,40.0,0.8993067604787814,0.0,,False,False,complete,
AMP-AD,svm_l1,mount_sinai,high,legacy_zero_truncated,absolute,0.005,4.0,2.0,40.0,0.8984510797688842,0.0008556807098972,0.429787751626832,False,False,complete,
AMP-AD,svm_l1,mount_sinai,high,legacy_zero_truncated,absolute,0.01,5.0,2.0,40.0,0.8984510797688842,0.0008556807098972,0.4232180067025801,False,False,complete,
AMP-AD,svm_l1,mount_sinai,high,legacy_zero_truncated,absolute,0.02,5.0,2.0,40.0,0.8984510797688842,0.0008556807098972,0.4232180067025801,False,False,complete,
AMP-AD,svm_l1,mount_sinai,high,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,mount_sinai,low,legacy_zero_truncated,absolute,0.0,1.0,4.0,18.0,0.8864005719148036,0.0,,False,False,complete,
AMP-AD,svm_l1,mount_sinai,low,legacy_zero_truncated,absolute,0.005,2.0,4.0,18.0,0.8864005719148036,0.0,0.1333333333333333,False,False,complete,
AMP-AD,svm_l1,mount_sinai,low,legacy_zero_truncated,absolute,0.01,2.0,4.0,18.0,0.8864005719148036,0.0,0.1333333333333333,False,False,complete,
AMP-AD,svm_l1,mount_sinai,low,legacy_zero_truncated,absolute,0.02,5.0,5.0,13.0,0.876047227222154,0.0103533446926495,0.2470238095238095,False,False,complete,
AMP-AD,svm_l1,mount_sinai,low,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,mount_sinai,reference,legacy_zero_truncated,absolute,0.0,1.0,3.0,17.0,0.88885532750827,0.0,,False,False,complete,
AMP-AD,svm_l1,mount_sinai,reference,legacy_zero_truncated,absolute,0.005,3.0,5.0,19.0,0.886180676661412,0.002674650846858,0.2595238095238095,False,False,complete,
AMP-AD,svm_l1,mount_sinai,reference,legacy_zero_truncated,absolute,0.01,4.0,3.0,17.0,0.88885532750827,0.0,0.2506233655658943,False,False,complete,
AMP-AD,svm_l1,mount_sinai,reference,legacy_zero_truncated,absolute,0.02,4.0,3.0,17.0,0.88885532750827,0.0,0.2506233655658943,False,False,complete,
AMP-AD,svm_l1,mount_sinai,reference,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,rush,high,legacy_zero_truncated,absolute,0.0,1.0,2.0,35.0,0.8750914704854796,0.0,,False,False,complete,
AMP-AD,svm_l1,rush,high,legacy_zero_truncated,absolute,0.005,3.0,5.0,36.0,0.8705335872335359,0.0045578832519437,0.2356234866828087,False,False,complete,
AMP-AD,svm_l1,rush,high,legacy_zero_truncated,absolute,0.01,3.0,5.0,36.0,0.8705335872335359,0.0045578832519437,0.2356234866828087,False,False,complete,
AMP-AD,svm_l1,rush,high,legacy_zero_truncated,absolute,0.02,5.0,3.0,35.0,0.8713834257519613,0.0037080447335183,0.2258254216048595,False,False,complete,
AMP-AD,svm_l1,rush,high,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,rush,low,legacy_zero_truncated,absolute,0.0,1.0,4.0,84.0,0.8808076771372981,0.0,,False,False,complete,
AMP-AD,svm_l1,rush,low,legacy_zero_truncated,absolute,0.005,1.0,4.0,84.0,0.8808076771372981,0.0,,False,False,complete,
AMP-AD,svm_l1,rush,low,legacy_zero_truncated,absolute,0.01,2.0,4.0,84.0,0.8808076771372981,0.0,0.4867256637168141,False,False,complete,
AMP-AD,svm_l1,rush,low,legacy_zero_truncated,absolute,0.02,3.0,3.0,84.0,0.8701235335751465,0.0106841435621516,0.5484199796126401,False,False,complete,
AMP-AD,svm_l1,rush,low,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,svm_l1,rush,reference,legacy_zero_truncated,absolute,0.0,1.0,3.0,30.0,0.8826732633157365,0.0,,False,False,complete,
AMP-AD,svm_l1,rush,reference,legacy_zero_truncated,absolute,0.005,1.0,3.0,30.0,0.8826732633157365,0.0,,False,False,complete,
AMP-AD,svm_l1,rush,reference,legacy_zero_truncated,absolute,0.01,1.0,3.0,30.0,0.8826732633157365,0.0,,False,False,complete,
AMP-AD,svm_l1,rush,reference,legacy_zero_truncated,absolute,0.02,2.0,3.0,30.0,0.8826732633157365,0.0,0.1489361702127659,False,False,complete,
AMP-AD,svm_l1,rush,reference,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,xgboost,emory,high,legacy_zero_truncated,absolute,0.0,1.0,4.0,31.0,0.825676020187642,0.0,,False,False,complete,
AMP-AD,xgboost,emory,high,legacy_zero_truncated,absolute,0.005,2.0,4.0,31.0,0.825676020187642,0.0,0.2653061224489796,False,False,complete,
AMP-AD,xgboost,emory,high,legacy_zero_truncated,absolute,0.01,4.0,4.0,31.0,0.825676020187642,0.0,0.232537938252224,False,False,complete,
AMP-AD,xgboost,emory,high,legacy_zero_truncated,absolute,0.02,5.0,4.0,31.0,0.825676020187642,0.0,0.2473201203558346,False,False,complete,
AMP-AD,xgboost,emory,high,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,xgboost,emory,low,legacy_zero_truncated,absolute,0.0,1.0,5.0,22.0,0.8193700973799736,0.0,,False,False,complete,
AMP-AD,xgboost,emory,low,legacy_zero_truncated,absolute,0.005,2.0,5.0,22.0,0.8193700973799736,0.0,0.2352941176470588,False,False,complete,
AMP-AD,xgboost,emory,low,legacy_zero_truncated,absolute,0.01,2.0,5.0,22.0,0.8193700973799736,0.0,0.2352941176470588,False,False,complete,
AMP-AD,xgboost,emory,low,legacy_zero_truncated,absolute,0.02,2.0,5.0,22.0,0.8193700973799736,0.0,0.2352941176470588,False,False,complete,
AMP-AD,xgboost,emory,low,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
AMP-AD,xgboost,emory,reference,legacy_zero_truncated,absolute,0.0,1.0,1.0,20.0,0.8206914964893934,0.0,,False,False,complete,
AMP-AD,xgboost,emory,reference,legacy_zero_truncated,absolute,0.005,1.0,1.0,20.0,0.8206914964893934,0.0,,False,False,complete,
AMP-AD,xgboost,emory,reference,legacy_zero_truncated,absolute,0.01,2.0,1.0,20.0,0.8206914964893934,0.0,0.2121212121212121,False,False,complete,
AMP-AD,xgboost,emory,reference,legacy_zero_truncated,absolute,0.02,5.0,5.0,20.0,0.8144466560895918,0.0062448403998016,0.1635231488172664,False,False,complete,
AMP-AD,xgboost,emory,reference,legacy_zero_truncated,best_run_se_scaled,best_run_score_se,,,,,,,,False,unavailable_missing_fold_scores,Only development-CV means and SDs were archived; fold vectors were not saved.
