condition,Center,Branch,Cap,candidate_bank,locking_rule,held_out_inputs_used,status,selected_run,selected_feature_count,target_deviation,locking_score,selected_regret,eligible_pool_size,selected_mean_jaccard,selected_stable_mask_hash,decision_stage,agrees_with_existing
mayo|boruta_rf|reference,Mayo,Boruta-RF,Reference-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,2,24,0,0.8762350446371683,0.0024313544249414676,3,0.23076923076923078,4cf2ba852ad1876990a620425a93416298ba273757d97c30d04e48b7315cda08,unique_jaccard,
mayo|boruta_rf|reference,Mayo,Boruta-RF,Reference-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,5,24,0,0.8766628884968876,0.0020035105652221885,5,0.24065301229935376,c9bbd97a6ff759d49bff570cc87f0f63c4c1b711ce858309da373a5d981f7d4f,unique_jaccard,True
mayo|boruta_rf|low,Mayo,Boruta-RF,Small-cap,original_objective,original_top_three,False,complete_from_saved_candidates,3,22,9,0.8705392680863664,0.0,3,0.14094827586206896,8e7ea7d3509a6a72d832063b0bde8814eddd0f5625b6867544c62d2e32e69b77,unique_jaccard,True
mayo|boruta_rf|low,Mayo,Boruta-RF,Small-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,3,22,9,0.8705392680863664,0.0,1,,8e7ea7d3509a6a72d832063b0bde8814eddd0f5625b6867544c62d2e32e69b77,singleton_direct,
mayo|boruta_rf|low,Mayo,Boruta-RF,Small-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,1,13,0,0.869409091515904,0.0,3,0.14102564102564102,4fe26e1d5771d7a0e588e1a130396b56c5b2645b0a3e300baa45a7f0b8430c21,unique_jaccard,
mayo|boruta_rf|low,Mayo,Boruta-RF,Small-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,1,13,0,0.869409091515904,0.0,2,0.11538461538461539,4fe26e1d5771d7a0e588e1a130396b56c5b2645b0a3e300baa45a7f0b8430c21,higher_score,True
mayo|svm_l1|reference,Mayo,SVM-L1,Reference-cap,original_objective,original_top_three,False,complete_from_saved_candidates,5,23,3,0.8800283298259538,0.0,3,0.18242894056847547,e44d2d6c161d6d0d2fe0ae2f081be80dcd4b49f9f0394fff17b54e9cac6e12bc,unique_jaccard,True
mayo|svm_l1|reference,Mayo,SVM-L1,Reference-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,2,29,9,0.8727349716678985,0.007293358158055319,4,0.16624371352855263,46fbdccdde525d79d724a81735277f930a589edb8453968f82a24785bc45ccee,unique_jaccard,
mayo|svm_l1|reference,Mayo,SVM-L1,Reference-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,3,28,8,0.8803010945693872,0.0,3,0.16843971631205673,fd4893ae6ed69ce5ab400acc93662a816b2ad5a941a97395587299f839839417,unique_jaccard,
mayo|svm_l1|reference,Mayo,SVM-L1,Reference-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,3,28,8,0.8803010945693872,0.0,3,0.16843971631205673,fd4893ae6ed69ce5ab400acc93662a816b2ad5a941a97395587299f839839417,unique_jaccard,True
mayo|svm_l1|low,Mayo,SVM-L1,Small-cap,original_objective,original_top_three,False,complete_from_saved_candidates,5,26,16,0.8803417953413748,0.0,3,0.12771739130434784,9390e9d7e24585a7556bf3546cfe077435ce5fe6e35bd51ef607a93eb2be16fd,higher_score,True
mayo|svm_l1|low,Mayo,SVM-L1,Small-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,5,26,16,0.8803417953413748,0.0,2,0.13043478260869565,9390e9d7e24585a7556bf3546cfe077435ce5fe6e35bd51ef607a93eb2be16fd,higher_score,
mayo|svm_l1|low,Mayo,SVM-L1,Small-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,3,28,18,0.8803010945693872,0.0,3,0.16843971631205673,fd4893ae6ed69ce5ab400acc93662a816b2ad5a941a97395587299f839839417,unique_jaccard,
mayo|svm_l1|low,Mayo,SVM-L1,Small-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,3,28,18,0.8803010945693872,0.0,3,0.16843971631205673,fd4893ae6ed69ce5ab400acc93662a816b2ad5a941a97395587299f839839417,unique_jaccard,True
mayo|xgboost|reference,Mayo,XGBoost,Reference-cap,original_objective,original_top_three,False,complete_from_saved_candidates,3,20,0,0.8268715220509796,0.02111030192590324,3,0.17755255255255256,5d08dea6d5e043ef47fae94e9ce87e1a2336ec5971be7311e93edcd36e80810c,unique_jaccard,True
mayo|xgboost|reference,Mayo,XGBoost,Reference-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,5,21,1,0.8479818239768828,0.0,2,0.09523809523809523,20998e1e980298e07650b5764c806b72933a7360e005e50af085c37fbc2e1546,higher_score,
mayo|xgboost|reference,Mayo,XGBoost,Reference-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,5,24,4,0.8429153115014133,0.007850635393949146,3,0.18433818433818433,1f52e1444adff0a339075b05acd65e9e2477d0b9fc4e0485052291702c9fe465,unique_jaccard,
mayo|xgboost|reference,Mayo,XGBoost,Reference-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,3,22,2,0.8507659468953624,0.0,2,0.1794871794871795,c99b29a0351a634b33150073e9375389ab98f7ac6e57a2de9da83eb28d40b6cd,higher_score,True
mayo|xgboost|low,Mayo,XGBoost,Small-cap,original_objective,original_top_three,False,complete_from_saved_candidates,2,22,12,0.8620790509019063,0.0,3,0.18433818433818433,da875f9ebe1a1bbab5974e93f820213814b974d2242f4ac0372aa02dd2b1dec8,unique_jaccard,True
mayo|xgboost|low,Mayo,XGBoost,Small-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,2,22,12,0.8620790509019063,0.0,1,,da875f9ebe1a1bbab5974e93f820213814b974d2242f4ac0372aa02dd2b1dec8,singleton_direct,
mayo|xgboost|low,Mayo,XGBoost,Small-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,5,24,14,0.8429153115014133,0.007850635393949146,3,0.18433818433818433,1f52e1444adff0a339075b05acd65e9e2477d0b9fc4e0485052291702c9fe465,unique_jaccard,
mayo|xgboost|low,Mayo,XGBoost,Small-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,3,22,12,0.8507659468953624,0.0,2,0.1794871794871795,c99b29a0351a634b33150073e9375389ab98f7ac6e57a2de9da83eb28d40b6cd,higher_score,True
mount_sinai|boruta_rf|reference,Mount Sinai,Boruta-RF,Reference-cap,original_objective,original_top_three,False,complete_from_saved_candidates,3,29,7,0.8821187782585487,0.0,3,0.2281323877068558,4bdfcb10a9d5543b240b9bd86f530e0a4fe8dcfa2f19544901f0659a97dd67a4,unique_jaccard,True
mount_sinai|boruta_rf|reference,Mount Sinai,Boruta-RF,Reference-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,3,29,7,0.8821187782585487,0.0,2,0.23404255319148937,4bdfcb10a9d5543b240b9bd86f530e0a4fe8dcfa2f19544901f0659a97dd67a4,higher_score,
mount_sinai|boruta_rf|reference,Mount Sinai,Boruta-RF,Reference-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,3,24,2,0.8803842122311307,0.005969330777105819,3,0.17857142857142855,2c826051b7e33b8ecae830d27a0f5a7955870e4ba2233df14d0fe6a11e44dd14,unique_jaccard,
mount_sinai|boruta_rf|reference,Mount Sinai,Boruta-RF,Reference-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,3,24,2,0.8803842122311307,0.005969330777105819,3,0.17857142857142855,2c826051b7e33b8ecae830d27a0f5a7955870e4ba2233df14d0fe6a11e44dd14,unique_jaccard,True
mount_sinai|boruta_rf|low,Mount Sinai,Boruta-RF,Small-cap,original_objective,original_top_three,False,complete_from_saved_candidates,5,32,19,0.8855579077607757,0.0,3,0.24217391304347827,8a505a47a4ff2cc6f77c8e2b72591b391110b218d626620a7041cbdbf34d006e,unique_jaccard,True
mount_sinai|boruta_rf|low,Mount Sinai,Boruta-RF,Small-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,5,32,19,0.8855579077607757,0.0,5,0.17771088814567076,8a505a47a4ff2cc6f77c8e2b72591b391110b218d626620a7041cbdbf34d006e,unique_jaccard,
mount_sinai|boruta_rf|low,Mount Sinai,Boruta-RF,Small-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,3,24,11,0.8803842122311307,0.005969330777105819,3,0.17857142857142855,2c826051b7e33b8ecae830d27a0f5a7955870e4ba2233df14d0fe6a11e44dd14,unique_jaccard,
mount_sinai|boruta_rf|low,Mount Sinai,Boruta-RF,Small-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,3,24,11,0.8803842122311307,0.005969330777105819,3,0.17857142857142855,2c826051b7e33b8ecae830d27a0f5a7955870e4ba2233df14d0fe6a11e44dd14,unique_jaccard,True
mount_sinai|svm_l1|reference,Mount Sinai,SVM-L1,Reference-cap,original_objective,original_top_three,False,complete_from_saved_candidates,5,19,2,0.886180676661412,0.002674650846858029,3,0.2595238095238095,bf5ede0871379e1514b37bdccfcad0062ee4074796be3c53ff11b9cb45db6e98,unique_jaccard,True
mount_sinai|svm_l1|reference,Mount Sinai,SVM-L1,Reference-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,3,17,0,0.88885532750827,0.0,4,0.2506233655658943,7d68cd6d7a4f9b88ad5f131998e8aa795e6eb329d9c297339a1484cc40d623a7,unique_jaccard,
mount_sinai|svm_l1|reference,Mount Sinai,SVM-L1,Reference-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,1,17,0,0.8948105597763197,0.000916263848429244,3,0.25925925925925924,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,unique_jaccard,
mount_sinai|svm_l1|reference,Mount Sinai,SVM-L1,Reference-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,5,17,0,0.8920246270544959,0.003702196570253058,5,0.2732010582010582,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,unique_jaccard,True
mount_sinai|svm_l1|low,Mount Sinai,SVM-L1,Small-cap,original_objective,original_top_three,False,complete_from_saved_candidates,5,13,3,0.876047227222154,0.010353344692649591,3,0.25,4ae10350df3417a97ae3958651c534b8019247afbc201d09de11fa56ab1523e9,unique_jaccard,True
mount_sinai|svm_l1|low,Mount Sinai,SVM-L1,Small-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,4,18,8,0.8864005719148036,0.0,2,0.13333333333333333,faabb8712413dfa7e8e2fd018686093c522398dd602d9d9fa231ab51af341e8c,higher_score,
mount_sinai|svm_l1|low,Mount Sinai,SVM-L1,Small-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,1,12,2,0.8796456339837061,0.0,3,0.3125,9b053e7c9f29a18a36abf713b8af7b2b4e3e0face73e4f161c21976ce286dbb6,unique_jaccard,
mount_sinai|svm_l1|low,Mount Sinai,SVM-L1,Small-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,1,12,2,0.8796456339837061,0.0,3,0.3125,9b053e7c9f29a18a36abf713b8af7b2b4e3e0face73e4f161c21976ce286dbb6,unique_jaccard,True
mount_sinai|xgboost|reference,Mount Sinai,XGBoost,Reference-cap,original_objective,original_top_three,False,complete_from_saved_candidates,5,22,3,0.8614270087849387,0.0019145725607160324,3,0.16442307692307692,61fa952a1514838da687bc4386867489655b0ad296656becbfe37c0e996edf4d,unique_jaccard,True
mount_sinai|xgboost|reference,Mount Sinai,XGBoost,Reference-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,2,25,6,0.8629695054912657,0.00037207585438903124,4,0.1726190476190476,9a77146c8e4b454effba476981a1ed52fb9ec439ded7959527d453f5cb055b8a,unique_jaccard,
mount_sinai|xgboost|reference,Mount Sinai,XGBoost,Reference-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,5,19,0,0.8608044441301077,0.011416427852842359,3,0.2032828282828283,2ed094ea7ad77512410ed6d2235c08372c666e153c35591b5b9a403043b5ef5f,unique_jaccard,
mount_sinai|xgboost|reference,Mount Sinai,XGBoost,Reference-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,4,24,5,0.8722208719829501,0.0,2,0.125,3f5f7c3d10a7c07ad87a9645d15d32b7604527cb84ee9ffdb51e27bef822245e,higher_score,True
mount_sinai|xgboost|low,Mount Sinai,XGBoost,Small-cap,original_objective,original_top_three,False,complete_from_saved_candidates,2,20,10,0.8613106698269872,0.0,3,0.23607038123167157,26a92fde311202ee11995757bff634803a357aaf9d651b6fc43d5205e7df415d,unique_jaccard,True
mount_sinai|xgboost|low,Mount Sinai,XGBoost,Small-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,2,20,10,0.8613106698269872,0.0,2,0.18181818181818182,26a92fde311202ee11995757bff634803a357aaf9d651b6fc43d5205e7df415d,higher_score,
mount_sinai|xgboost|low,Mount Sinai,XGBoost,Small-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,3,21,11,0.8677386608566533,0.0044822111262967645,3,0.1875,ca5deeaef5abfb2d8f293ff961507347546ccbe7b6826f56e011a6aa6dc21411,unique_jaccard,
mount_sinai|xgboost|low,Mount Sinai,XGBoost,Small-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,4,24,14,0.8722208719829501,0.0,2,0.125,3f5f7c3d10a7c07ad87a9645d15d32b7604527cb84ee9ffdb51e27bef822245e,higher_score,True
rush|boruta_rf|reference,Rush,Boruta-RF,Reference-cap,original_objective,original_top_three,False,complete_from_saved_candidates,4,23,0,0.875551556004065,0.009677827103582337,3,0.37344028520499106,9376c10cc60b47f0124a1b8710e13809bd0135eb5ddd136d02288d0ae4fa3685,unique_jaccard,True
rush|boruta_rf|reference,Rush,Boruta-RF,Reference-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,3,23,0,0.8852293831076473,0.0,2,0.3939393939393939,cdc4237b70382f8c20cbb3a8ddd00d11d704f159cb1f38954c80d82b406f5f96,higher_score,
rush|boruta_rf|reference,Rush,Boruta-RF,Reference-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,4,23,0,0.8703449746049593,0.015246823805899479,3,0.3541125541125541,8078ef88cb9b90350ba312abd3d1b66052466842623f6e62b85093ad0b6654f0,unique_jaccard,
rush|boruta_rf|reference,Rush,Boruta-RF,Reference-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,2,23,0,0.8855917984108588,0.0,1,,e67a505e27f8148626019d1b23730e6aeff429c501df8953a73d19d0c8f8023d,singleton_direct,True
rush|boruta_rf|low,Rush,Boruta-RF,Small-cap,original_objective,original_top_three,False,complete_from_saved_candidates,1,13,1,0.8765536218536731,0.0,3,0.2232142857142857,3230032c9df4e79119ac1f6d30dc73a67a787b2800992d4907b7416468457ce0,higher_score,True
rush|boruta_rf|low,Rush,Boruta-RF,Small-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,1,13,1,0.8765536218536731,0.0,2,0.23809523809523808,3230032c9df4e79119ac1f6d30dc73a67a787b2800992d4907b7416468457ce0,higher_score,
rush|boruta_rf|low,Rush,Boruta-RF,Small-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,1,12,0,0.8782082054411804,0.0,3,0.2982456140350877,eeeda5d0514b93a2df98b8ce34f67962908cb1e6748035ef7d308864f41ff08e,unique_jaccard,
rush|boruta_rf|low,Rush,Boruta-RF,Small-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,1,12,0,0.8782082054411804,0.0,3,0.2982456140350877,eeeda5d0514b93a2df98b8ce34f67962908cb1e6748035ef7d308864f41ff08e,unique_jaccard,True
rush|svm_l1|reference,Rush,SVM-L1,Reference-cap,original_objective,original_top_three,False,complete_from_saved_candidates,3,30,12,0.8826732633157365,0.0,3,0.1513911620294599,e58ff61535bb0a28f53b7a0840705b42f1445629086527199211444ff9c84b64,unique_jaccard,True
rush|svm_l1|reference,Rush,SVM-L1,Reference-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,3,30,12,0.8826732633157365,0.0,1,,e58ff61535bb0a28f53b7a0840705b42f1445629086527199211444ff9c84b64,singleton_direct,
rush|svm_l1|reference,Rush,SVM-L1,Reference-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,5,26,8,0.8734863798113286,0.0,3,0.19608879492600423,e00d4731b584254175488db3156d21bf75562a95157aef6eda13a8440ce2e459,unique_jaccard,
rush|svm_l1|reference,Rush,SVM-L1,Reference-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,5,26,8,0.8734863798113286,0.0,1,,e00d4731b584254175488db3156d21bf75562a95157aef6eda13a8440ce2e459,singleton_direct,True
rush|svm_l1|low,Rush,SVM-L1,Small-cap,original_objective,original_top_three,False,complete_from_saved_candidates,3,84,81,0.8701235335751465,0.010684143562151638,3,0.5484199796126401,46283c57691ce82d70df83857241d8129a823c063cf87641e0cc3b1120abb9b5,unique_jaccard,True
rush|svm_l1|low,Rush,SVM-L1,Small-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,4,84,81,0.8808076771372981,0.0,2,0.48672566371681414,c47481ec71e2c1a67acdcc077e6da14122ff70aa2b517064abf7d8a149446f3e,higher_score,
rush|svm_l1|low,Rush,SVM-L1,Small-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,4,28,25,0.8601596906914368,0.0,3,0.15612648221343872,a74423d59cee6f4066d646882b1c34f11fa4e6f920fa1ff4853303556400b208,unique_jaccard,
rush|svm_l1|low,Rush,SVM-L1,Small-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,4,28,25,0.8601596906914368,0.0,3,0.15612648221343872,a74423d59cee6f4066d646882b1c34f11fa4e6f920fa1ff4853303556400b208,unique_jaccard,True
rush|xgboost|reference,Rush,XGBoost,Reference-cap,original_objective,original_top_three,False,complete_from_saved_candidates,2,20,0,0.8594687647506388,0.0,3,0.14285714285714285,e1b97cba2c57b68cb1f714afba8053292fba14d0fee8dfc5990e46049c4d555a,unique_jaccard,True
rush|xgboost|reference,Rush,XGBoost,Reference-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,2,20,0,0.8594687647506388,0.0,2,0.16666666666666666,e1b97cba2c57b68cb1f714afba8053292fba14d0fee8dfc5990e46049c4d555a,higher_score,
rush|xgboost|reference,Rush,XGBoost,Reference-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,3,21,1,0.8630762617178387,0.0,3,0.16756756756756758,3ca4a4efe2d5caa58e49a72fb7976d14bc95770ffcd588bbdc3c93b65cc5906a,higher_score,
rush|xgboost|reference,Rush,XGBoost,Reference-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,3,21,1,0.8630762617178387,0.0,3,0.16756756756756758,3ca4a4efe2d5caa58e49a72fb7976d14bc95770ffcd588bbdc3c93b65cc5906a,higher_score,True
rush|xgboost|low,Rush,XGBoost,Small-cap,original_objective,original_top_three,False,complete_from_saved_candidates,2,23,16,0.8651676871136675,0.0,3,0.14722617354196302,c4f41da938eedb9be5cf32b551b00d3ca445c86f5b4a1a865f10b084c89bf6e7,unique_jaccard,True
rush|xgboost|low,Rush,XGBoost,Small-cap,original_objective,regret_constrained,False,complete_from_saved_candidates,2,23,16,0.8651676871136675,0.0,2,0.1891891891891892,c4f41da938eedb9be5cf32b551b00d3ca445c86f5b4a1a865f10b084c89bf6e7,higher_score,
rush|xgboost|low,Rush,XGBoost,Small-cap,updated_objective,original_top_three,False,complete_from_saved_candidates,5,23,16,0.8483401615357581,0.013839800501218802,3,0.14864864864864866,f95333d7011d2d5f204757b432710394ae48bdeb9b6cfa412d9f2416d78b9d7d,unique_jaccard,
rush|xgboost|low,Rush,XGBoost,Small-cap,updated_objective,regret_constrained,False,complete_from_saved_candidates,4,21,14,0.8621799620369769,0.0,2,0.08333333333333333,e56855f504d166754418e11e9dbcf44ea4bdaa50d3cc7d688772ee77a24b9d89,higher_score,True
